origem;destino;veiculo;custo;fluxo;caminho
0;0;0;0;0;{}
0;1;0;2.613;500.5;{(0, 1): 2.613}
0;2;0;4.7235;1001.0;{(0, 1): 2.613, (1, 2): 2.1104999999999996}
0;3;0;4.924499999999999;1501.5;{(0, 1): 2.613, (1, 2): 2.1104999999999996, (2, 9): 2.412, (2, 3): 0.201}
0;4;0;7.5375;2002.0;{(0, 1): 2.613, (1, 2): 2.1104999999999996, (2, 9): 2.412, (2, 3): 0.201, (3, 4): 2.613}
0;5;0;6.934499999999999;2002.0;{(0, 1): 2.613, (1, 2): 2.1104999999999996, (2, 9): 2.412, (2, 3): 0.201, (3, 4): 2.613, (3, 5): 2.01}
0;6;0;11.00475;3003.0;{(0, 1): 2.613, (1, 2): 2.1104999999999996, (2, 9): 2.412, (2, 3): 0.201, (3, 4): 2.613, (3, 5): 2.01, (4, 7): 0.36179999999999995, (4, 8): 3.3165, (5, 8): 2.412, (5, 10): 0.4824, (8, 6): 1.65825}
0;7;0;7.899299999999999;2502.5;{(0, 1): 2.613, (1, 2): 2.1104999999999996, (2, 9): 2.412, (2, 3): 0.201, (3, 4): 2.613, (3, 5): 2.01, (4, 7): 0.36179999999999995}
0;8;0;9.346499999999999;2502.5;{(0, 1): 2.613, (1, 2): 2.1104999999999996, (2, 9): 2.412, (2, 3): 0.201, (3, 4): 2.613, (3, 5): 2.01, (4, 7): 0.36179999999999995, (4, 8): 3.3165}
0;9;0;7.1354999999999995;1501.5;{(0, 1): 2.613, (1, 2): 2.1104999999999996, (2, 9): 2.412}
0;10;0;7.416899999999999;2502.5;{(0, 1): 2.613, (1, 2): 2.1104999999999996, (2, 9): 2.412, (2, 3): 0.201, (3, 4): 2.613, (3, 5): 2.01, (4, 7): 0.36179999999999995, (4, 8): 3.3165, (5, 8): 2.412, (5, 10): 0.4824}
0;11;0;11.758499999999998;2502.5;{(0, 1): 2.613, (1, 2): 2.1104999999999996, (2, 9): 2.412, (2, 3): 0.201, (3, 4): 2.613, (3, 5): 2.01, (4, 7): 0.36179999999999995, (4, 8): 3.3165, (5, 8): 2.412, (5, 10): 0.4824, (8, 6): 1.65825, (8, 13): 0.35174999999999995, (9, 11): 4.824}
0;12;0;7.5375;2002.0;{(0, 1): 2.613, (1, 2): 2.1104999999999996, (2, 9): 2.412, (2, 3): 0.201, (3, 4): 2.613, (3, 5): 2.01, (4, 7): 0.36179999999999995, (4, 8): 3.3165, (5, 8): 2.412, (5, 10): 0.4824, (8, 6): 1.65825, (8, 13): 0.35174999999999995, (9, 11): 4.824, (9, 12): 0.40199999999999997}
0;13;0;9.698249999999998;3003.0;{(0, 1): 2.613, (1, 2): 2.1104999999999996, (2, 9): 2.412, (2, 3): 0.201, (3, 4): 2.613, (3, 5): 2.01, (4, 7): 0.36179999999999995, (4, 8): 3.3165, (5, 8): 2.412, (5, 10): 0.4824, (8, 6): 1.65825, (8, 13): 0.35174999999999995}
0;14;0;8.9847;3003.0;{(0, 1): 2.613, (1, 2): 2.1104999999999996, (2, 9): 2.412, (2, 3): 0.201, (3, 4): 2.613, (3, 5): 2.01, (4, 7): 0.36179999999999995, (4, 8): 3.3165, (5, 8): 2.412, (5, 10): 0.4824, (8, 6): 1.65825, (8, 13): 0.35174999999999995, (9, 11): 4.824, (9, 12): 0.40199999999999997, (10, 14): 1.5678}
0;15;0;9.024899999999999;3003.0;{(0, 1): 2.613, (1, 2): 2.1104999999999996, (2, 9): 2.412, (2, 3): 0.201, (3, 4): 2.613, (3, 5): 2.01, (4, 7): 0.36179999999999995, (4, 8): 3.3165, (5, 8): 2.412, (5, 10): 0.4824, (8, 6): 1.65825, (8, 13): 0.35174999999999995, (9, 11): 4.824, (9, 12): 0.40199999999999997, (10, 14): 1.5678, (10, 15): 1.608}
0;16;0;14.2107;3503.5;{(0, 1): 2.613, (1, 2): 2.1104999999999996, (2, 9): 2.412, (2, 3): 0.201, (3, 4): 2.613, (3, 5): 2.01, (4, 7): 0.36179999999999995, (4, 8): 3.3165, (5, 8): 2.412, (5, 10): 0.4824, (8, 6): 1.65825, (8, 13): 0.35174999999999995, (9, 11): 4.824, (9, 12): 0.40199999999999997, (10, 14): 1.5678, (10, 15): 1.608, (12, 11): 4.220999999999999, (13, 16): 8.04}
0;17;0;10.230899999999998;3503.5;{(0, 1): 2.613, (1, 2): 2.1104999999999996, (2, 9): 2.412, (2, 3): 0.201, (3, 4): 2.613, (3, 5): 2.01, (4, 7): 0.36179999999999995, (4, 8): 3.3165, (5, 8): 2.412, (5, 10): 0.4824, (8, 6): 1.65825, (8, 13): 0.35174999999999995, (9, 11): 4.824, (9, 12): 0.40199999999999997, (10, 14): 1.5678, (10, 15): 1.608, (12, 11): 4.220999999999999, (13, 16): 8.04, (14, 16): 5.226, (14, 17): 1.5074999999999998}
1;0;0;inf;inf;{}
1;1;0;0;0;{}
1;2;0;2.1104999999999996;500.5;{(1, 2): 2.1104999999999996}
1;3;0;2.3114999999999997;1001.0;{(1, 2): 2.1104999999999996, (2, 9): 2.412, (2, 3): 0.201}
1;4;0;4.9245;1501.5;{(1, 2): 2.1104999999999996, (2, 9): 2.412, (2, 3): 0.201, (3, 4): 2.613}
1;5;0;4.3214999999999995;1501.5;{(1, 2): 2.1104999999999996, (2, 9): 2.412, (2, 3): 0.201, (3, 4): 2.613, (3, 5): 2.01}
1;6;0;8.39175;2502.5;{(1, 2): 2.1104999999999996, (2, 9): 2.412, (2, 3): 0.201, (3, 4): 2.613, (3, 5): 2.01, (4, 7): 0.36179999999999995, (4, 8): 3.3165, (5, 8): 2.412, (5, 10): 0.4824, (8, 6): 1.65825}
1;7;0;5.2863;2002.0;{(1, 2): 2.1104999999999996, (2, 9): 2.412, (2, 3): 0.201, (3, 4): 2.613, (3, 5): 2.01, (4, 7): 0.36179999999999995}
1;8;0;6.733499999999999;2002.0;{(1, 2): 2.1104999999999996, (2, 9): 2.412, (2, 3): 0.201, (3, 4): 2.613, (3, 5): 2.01, (4, 7): 0.36179999999999995, (4, 8): 3.3165}
1;9;0;4.522499999999999;1001.0;{(1, 2): 2.1104999999999996, (2, 9): 2.412}
1;10;0;4.8039;2002.0;{(1, 2): 2.1104999999999996, (2, 9): 2.412, (2, 3): 0.201, (3, 4): 2.613, (3, 5): 2.01, (4, 7): 0.36179999999999995, (4, 8): 3.3165, (5, 8): 2.412, (5, 10): 0.4824}
1;11;0;9.145499999999998;2002.0;{(1, 2): 2.1104999999999996, (2, 9): 2.412, (2, 3): 0.201, (3, 4): 2.613, (3, 5): 2.01, (4, 7): 0.36179999999999995, (4, 8): 3.3165, (5, 8): 2.412, (5, 10): 0.4824, (8, 6): 1.65825, (8, 13): 0.35174999999999995, (9, 11): 4.824}
1;12;0;4.924499999999999;1501.5;{(1, 2): 2.1104999999999996, (2, 9): 2.412, (2, 3): 0.201, (3, 4): 2.613, (3, 5): 2.01, (4, 7): 0.36179999999999995, (4, 8): 3.3165, (5, 8): 2.412, (5, 10): 0.4824, (8, 6): 1.65825, (8, 13): 0.35174999999999995, (9, 11): 4.824, (9, 12): 0.40199999999999997}
1;13;0;7.085249999999999;2502.5;{(1, 2): 2.1104999999999996, (2, 9): 2.412, (2, 3): 0.201, (3, 4): 2.613, (3, 5): 2.01, (4, 7): 0.36179999999999995, (4, 8): 3.3165, (5, 8): 2.412, (5, 10): 0.4824, (8, 6): 1.65825, (8, 13): 0.35174999999999995}
1;14;0;6.3717;2502.5;{(1, 2): 2.1104999999999996, (2, 9): 2.412, (2, 3): 0.201, (3, 4): 2.613, (3, 5): 2.01, (4, 7): 0.36179999999999995, (4, 8): 3.3165, (5, 8): 2.412, (5, 10): 0.4824, (8, 6): 1.65825, (8, 13): 0.35174999999999995, (9, 11): 4.824, (9, 12): 0.40199999999999997, (10, 14): 1.5678}
1;15;0;6.411899999999999;2502.5;{(1, 2): 2.1104999999999996, (2, 9): 2.412, (2, 3): 0.201, (3, 4): 2.613, (3, 5): 2.01, (4, 7): 0.36179999999999995, (4, 8): 3.3165, (5, 8): 2.412, (5, 10): 0.4824, (8, 6): 1.65825, (8, 13): 0.35174999999999995, (9, 11): 4.824, (9, 12): 0.40199999999999997, (10, 14): 1.5678, (10, 15): 1.608}
1;16;0;11.5977;3003.0;{(1, 2): 2.1104999999999996, (2, 9): 2.412, (2, 3): 0.201, (3, 4): 2.613, (3, 5): 2.01, (4, 7): 0.36179999999999995, (4, 8): 3.3165, (5, 8): 2.412, (5, 10): 0.4824, (8, 6): 1.65825, (8, 13): 0.35174999999999995, (9, 11): 4.824, (9, 12): 0.40199999999999997, (10, 14): 1.5678, (10, 15): 1.608, (12, 11): 4.220999999999999, (13, 16): 8.04}
1;17;0;7.617899999999999;3003.0;{(1, 2): 2.1104999999999996, (2, 9): 2.412, (2, 3): 0.201, (3, 4): 2.613, (3, 5): 2.01, (4, 7): 0.36179999999999995, (4, 8): 3.3165, (5, 8): 2.412, (5, 10): 0.4824, (8, 6): 1.65825, (8, 13): 0.35174999999999995, (9, 11): 4.824, (9, 12): 0.40199999999999997, (10, 14): 1.5678, (10, 15): 1.608, (12, 11): 4.220999999999999, (13, 16): 8.04, (14, 16): 5.226, (14, 17): 1.5074999999999998}
2;0;0;inf;inf;{}
2;1;0;inf;inf;{}
2;2;0;0;0;{}
2;3;0;0.201;500.5;{(2, 9): 2.412, (2, 3): 0.201}
2;4;0;2.814;1001.0;{(2, 9): 2.412, (2, 3): 0.201, (3, 4): 2.613}
2;5;0;2.211;1001.0;{(2, 9): 2.412, (2, 3): 0.201, (3, 4): 2.613, (3, 5): 2.01}
2;6;0;6.281249999999999;2002.0;{(2, 9): 2.412, (2, 3): 0.201, (3, 4): 2.613, (3, 5): 2.01, (4, 7): 0.36179999999999995, (4, 8): 3.3165, (5, 8): 2.412, (5, 10): 0.4824, (8, 6): 1.65825}
2;7;0;3.1758;1501.5;{(2, 9): 2.412, (2, 3): 0.201, (3, 4): 2.613, (3, 5): 2.01, (4, 7): 0.36179999999999995}
2;8;0;4.622999999999999;1501.5;{(2, 9): 2.412, (2, 3): 0.201, (3, 4): 2.613, (3, 5): 2.01, (4, 7): 0.36179999999999995, (4, 8): 3.3165}
2;9;0;2.412;500.5;{(2, 9): 2.412}
2;10;0;2.6934;1501.5;{(2, 9): 2.412, (2, 3): 0.201, (3, 4): 2.613, (3, 5): 2.01, (4, 7): 0.36179999999999995, (4, 8): 3.3165, (5, 8): 2.412, (5, 10): 0.4824}
2;11;0;7.034999999999999;1501.5;{(2, 9): 2.412, (2, 3): 0.201, (3, 4): 2.613, (3, 5): 2.01, (4, 7): 0.36179999999999995, (4, 8): 3.3165, (5, 8): 2.412, (5, 10): 0.4824, (8, 6): 1.65825, (8, 13): 0.35174999999999995, (9, 11): 4.824}
2;12;0;2.814;1001.0;{(2, 9): 2.412, (2, 3): 0.201, (3, 4): 2.613, (3, 5): 2.01, (4, 7): 0.36179999999999995, (4, 8): 3.3165, (5, 8): 2.412, (5, 10): 0.4824, (8, 6): 1.65825, (8, 13): 0.35174999999999995, (9, 11): 4.824, (9, 12): 0.40199999999999997}
2;13;0;4.974749999999999;2002.0;{(2, 9): 2.412, (2, 3): 0.201, (3, 4): 2.613, (3, 5): 2.01, (4, 7): 0.36179999999999995, (4, 8): 3.3165, (5, 8): 2.412, (5, 10): 0.4824, (8, 6): 1.65825, (8, 13): 0.35174999999999995}
2;14;0;4.2612000000000005;2002.0;{(2, 9): 2.412, (2, 3): 0.201, (3, 4): 2.613, (3, 5): 2.01, (4, 7): 0.36179999999999995, (4, 8): 3.3165, (5, 8): 2.412, (5, 10): 0.4824, (8, 6): 1.65825, (8, 13): 0.35174999999999995, (9, 11): 4.824, (9, 12): 0.40199999999999997, (10, 14): 1.5678}
2;15;0;4.3014;2002.0;{(2, 9): 2.412, (2, 3): 0.201, (3, 4): 2.613, (3, 5): 2.01, (4, 7): 0.36179999999999995, (4, 8): 3.3165, (5, 8): 2.412, (5, 10): 0.4824, (8, 6): 1.65825, (8, 13): 0.35174999999999995, (9, 11): 4.824, (9, 12): 0.40199999999999997, (10, 14): 1.5678, (10, 15): 1.608}
2;16;0;9.487200000000001;2502.5;{(2, 9): 2.412, (2, 3): 0.201, (3, 4): 2.613, (3, 5): 2.01, (4, 7): 0.36179999999999995, (4, 8): 3.3165, (5, 8): 2.412, (5, 10): 0.4824, (8, 6): 1.65825, (8, 13): 0.35174999999999995, (9, 11): 4.824, (9, 12): 0.40199999999999997, (10, 14): 1.5678, (10, 15): 1.608, (12, 11): 4.220999999999999, (13, 16): 8.04}
2;17;0;5.5074000000000005;2502.5;{(2, 9): 2.412, (2, 3): 0.201, (3, 4): 2.613, (3, 5): 2.01, (4, 7): 0.36179999999999995, (4, 8): 3.3165, (5, 8): 2.412, (5, 10): 0.4824, (8, 6): 1.65825, (8, 13): 0.35174999999999995, (9, 11): 4.824, (9, 12): 0.40199999999999997, (10, 14): 1.5678, (10, 15): 1.608, (12, 11): 4.220999999999999, (13, 16): 8.04, (14, 16): 5.226, (14, 17): 1.5074999999999998}
3;0;0;inf;inf;{}
3;1;0;inf;inf;{}
3;2;0;inf;inf;{}
3;3;0;0;0;{}
3;4;0;2.613;500.5;{(3, 4): 2.613}
3;5;0;2.01;500.5;{(3, 4): 2.613, (3, 5): 2.01}
3;6;0;6.0802499999999995;1501.5;{(3, 4): 2.613, (3, 5): 2.01, (4, 7): 0.36179999999999995, (4, 8): 3.3165, (5, 8): 2.412, (5, 9): 1.005, (5, 10): 0.4824, (8, 6): 1.65825}
3;7;0;2.9748;1001.0;{(3, 4): 2.613, (3, 5): 2.01, (4, 7): 0.36179999999999995}
3;8;0;4.422;1001.0;{(3, 4): 2.613, (3, 5): 2.01, (4, 7): 0.36179999999999995, (4, 8): 3.3165}
3;9;0;3.0149999999999997;1001.0;{(3, 4): 2.613, (3, 5): 2.01, (4, 7): 0.36179999999999995, (4, 8): 3.3165, (5, 8): 2.412, (5, 9): 1.005}
3;10;0;2.4924;1001.0;{(3, 4): 2.613, (3, 5): 2.01, (4, 7): 0.36179999999999995, (4, 8): 3.3165, (5, 8): 2.412, (5, 9): 1.005, (5, 10): 0.4824}
3;11;0;7.276199999999999;2002.0;{(3, 4): 2.613, (3, 5): 2.01, (4, 7): 0.36179999999999995, (4, 8): 3.3165, (5, 8): 2.412, (5, 9): 1.005, (5, 10): 0.4824, (8, 6): 1.65825, (8, 13): 0.35174999999999995, (9, 11): 4.824}
3;12;0;3.0552;1501.5;{(3, 4): 2.613, (3, 5): 2.01, (4, 7): 0.36179999999999995, (4, 8): 3.3165, (5, 8): 2.412, (5, 9): 1.005, (5, 10): 0.4824, (8, 6): 1.65825, (8, 13): 0.35174999999999995, (9, 11): 4.824, (9, 12): 0.40199999999999997}
3;13;0;4.77375;1501.5;{(3, 4): 2.613, (3, 5): 2.01, (4, 7): 0.36179999999999995, (4, 8): 3.3165, (5, 8): 2.412, (5, 9): 1.005, (5, 10): 0.4824, (8, 6): 1.65825, (8, 13): 0.35174999999999995}
3;14;0;4.0602;1501.5;{(3, 4): 2.613, (3, 5): 2.01, (4, 7): 0.36179999999999995, (4, 8): 3.3165, (5, 8): 2.412, (5, 9): 1.005, (5, 10): 0.4824, (8, 6): 1.65825, (8, 13): 0.35174999999999995, (9, 11): 4.824, (9, 12): 0.40199999999999997, (10, 12): 0.5628, (10, 14): 1.5678}
3;15;0;4.1004000000000005;1501.5;{(3, 4): 2.613, (3, 5): 2.01, (4, 7): 0.36179999999999995, (4, 8): 3.3165, (5, 8): 2.412, (5, 9): 1.005, (5, 10): 0.4824, (8, 6): 1.65825, (8, 13): 0.35174999999999995, (9, 11): 4.824, (9, 12): 0.40199999999999997, (10, 12): 0.5628, (10, 14): 1.5678, (10, 15): 1.608}
3;16;0;9.286200000000001;2002.0;{(3, 4): 2.613, (3, 5): 2.01, (4, 7): 0.36179999999999995, (4, 8): 3.3165, (5, 8): 2.412, (5, 9): 1.005, (5, 10): 0.4824, (8, 6): 1.65825, (8, 13): 0.35174999999999995, (9, 11): 4.824, (9, 12): 0.40199999999999997, (10, 12): 0.5628, (10, 14): 1.5678, (10, 15): 1.608, (12, 11): 4.220999999999999, (13, 16): 8.04}
3;17;0;5.3064;2002.0;{(3, 4): 2.613, (3, 5): 2.01, (4, 7): 0.36179999999999995, (4, 8): 3.3165, (5, 8): 2.412, (5, 9): 1.005, (5, 10): 0.4824, (8, 6): 1.65825, (8, 13): 0.35174999999999995, (9, 11): 4.824, (9, 12): 0.40199999999999997, (10, 12): 0.5628, (10, 14): 1.5678, (10, 15): 1.608, (12, 11): 4.220999999999999, (13, 16): 8.04, (14, 16): 5.226, (14, 17): 1.5074999999999998}
4;0;0;inf;inf;{}
4;1;0;inf;inf;{}
4;2;0;inf;inf;{}
4;3;0;inf;inf;{}
4;4;0;0;0;{}
4;5;0;inf;inf;{}
4;6;0;4.97475;1001.0;{(4, 7): 0.36179999999999995, (4, 8): 3.3165, (8, 6): 1.65825}
4;7;0;0.36179999999999995;500.5;{(4, 7): 0.36179999999999995}
4;8;0;3.3165;500.5;{(4, 7): 0.36179999999999995, (4, 8): 3.3165}
4;9;0;inf;inf;{}
4;10;0;0.7236;1001.0;{(4, 7): 0.36179999999999995, (4, 8): 3.3165, (8, 6): 1.65825, (6, 10): 0.4220999999999999}
4;11;0;5.507399999999999;2002.0;{(4, 7): 0.36179999999999995, (4, 8): 3.3165, (8, 6): 1.65825, (6, 10): 0.4220999999999999, (7, 10): 0.3618, (8, 13): 0.35174999999999995, (10, 12): 0.5628, (10, 14): 1.5678, (10, 15): 1.608, (12, 11): 4.220999999999999}
4;12;0;1.2864;1501.5;{(4, 7): 0.36179999999999995, (4, 8): 3.3165, (8, 6): 1.65825, (6, 10): 0.4220999999999999, (7, 10): 0.3618, (8, 13): 0.35174999999999995, (10, 12): 0.5628}
4;13;0;3.66825;1001.0;{(4, 7): 0.36179999999999995, (4, 8): 3.3165, (8, 6): 1.65825, (6, 10): 0.4220999999999999, (7, 10): 0.3618, (8, 13): 0.35174999999999995}
4;14;0;2.2914000000000003;1501.5;{(4, 7): 0.36179999999999995, (4, 8): 3.3165, (8, 6): 1.65825, (6, 10): 0.4220999999999999, (7, 10): 0.3618, (8, 13): 0.35174999999999995, (10, 12): 0.5628, (10, 14): 1.5678}
4;15;0;2.3316;1501.5;{(4, 7): 0.36179999999999995, (4, 8): 3.3165, (8, 6): 1.65825, (6, 10): 0.4220999999999999, (7, 10): 0.3618, (8, 13): 0.35174999999999995, (10, 12): 0.5628, (10, 14): 1.5678, (10, 15): 1.608}
4;16;0;7.5174;2002.0;{(4, 7): 0.36179999999999995, (4, 8): 3.3165, (8, 6): 1.65825, (6, 10): 0.4220999999999999, (7, 10): 0.3618, (8, 13): 0.35174999999999995, (10, 12): 0.5628, (10, 14): 1.5678, (10, 15): 1.608, (12, 11): 4.220999999999999, (13, 16): 8.04}
4;17;0;3.5376;2002.0;{(4, 7): 0.36179999999999995, (4, 8): 3.3165, (8, 6): 1.65825, (6, 10): 0.4220999999999999, (7, 10): 0.3618, (8, 13): 0.35174999999999995, (10, 12): 0.5628, (10, 14): 1.5678, (10, 15): 1.608, (12, 11): 4.220999999999999, (13, 16): 8.04, (14, 16): 5.226, (14, 17): 1.5074999999999998}
5;0;0;inf;inf;{}
5;1;0;inf;inf;{}
5;2;0;inf;inf;{}
5;3;0;inf;inf;{}
5;4;0;inf;inf;{}
5;5;0;0;0;{}
5;6;0;4.07025;1001.0;{(5, 8): 2.412, (5, 9): 1.005, (5, 10): 0.4824, (8, 6): 1.65825}
5;7;0;inf;inf;{}
5;8;0;2.412;500.5;{(5, 8): 2.412}
5;9;0;1.005;500.5;{(5, 8): 2.412, (5, 9): 1.005}
5;10;0;0.4824;500.5;{(5, 8): 2.412, (5, 9): 1.005, (5, 10): 0.4824}
5;11;0;5.2661999999999995;1501.5;{(5, 8): 2.412, (5, 9): 1.005, (5, 10): 0.4824, (8, 6): 1.65825, (8, 13): 0.35174999999999995, (9, 11): 4.824}
5;12;0;1.0452;1001.0;{(5, 8): 2.412, (5, 9): 1.005, (5, 10): 0.4824, (8, 6): 1.65825, (8, 13): 0.35174999999999995, (9, 11): 4.824, (9, 12): 0.40199999999999997}
5;13;0;2.76375;1001.0;{(5, 8): 2.412, (5, 9): 1.005, (5, 10): 0.4824, (8, 6): 1.65825, (8, 13): 0.35174999999999995}
5;14;0;2.0502000000000002;1001.0;{(5, 8): 2.412, (5, 9): 1.005, (5, 10): 0.4824, (8, 6): 1.65825, (8, 13): 0.35174999999999995, (9, 11): 4.824, (9, 12): 0.40199999999999997, (10, 12): 0.5628, (10, 14): 1.5678}
5;15;0;2.0904000000000003;1001.0;{(5, 8): 2.412, (5, 9): 1.005, (5, 10): 0.4824, (8, 6): 1.65825, (8, 13): 0.35174999999999995, (9, 11): 4.824, (9, 12): 0.40199999999999997, (10, 12): 0.5628, (10, 14): 1.5678, (10, 15): 1.608}
5;16;0;7.2762;1501.5;{(5, 8): 2.412, (5, 9): 1.005, (5, 10): 0.4824, (8, 6): 1.65825, (8, 13): 0.35174999999999995, (9, 11): 4.824, (9, 12): 0.40199999999999997, (10, 12): 0.5628, (10, 14): 1.5678, (10, 15): 1.608, (12, 11): 4.220999999999999, (13, 16): 8.04}
5;17;0;3.2964;1501.5;{(5, 8): 2.412, (5, 9): 1.005, (5, 10): 0.4824, (8, 6): 1.65825, (8, 13): 0.35174999999999995, (9, 11): 4.824, (9, 12): 0.40199999999999997, (10, 12): 0.5628, (10, 14): 1.5678, (10, 15): 1.608, (12, 11): 4.220999999999999, (13, 16): 8.04, (14, 16): 5.226, (14, 17): 1.5074999999999998}
6;0;0;inf;inf;{}
6;1;0;inf;inf;{}
6;2;0;inf;inf;{}
6;3;0;inf;inf;{}
6;4;0;inf;inf;{}
6;5;0;inf;inf;{}
6;6;0;0;0;{}
6;7;0;inf;inf;{}
6;8;0;inf;inf;{}
6;9;0;inf;inf;{}
6;10;0;0.4220999999999999;500.5;{(6, 10): 0.4220999999999999}
6;11;0;5.205899999999999;1501.5;{(6, 10): 0.4220999999999999, (10, 12): 0.5628, (10, 14): 1.5678, (10, 15): 1.608, (12, 11): 4.220999999999999}
6;12;0;0.9848999999999999;1001.0;{(6, 10): 0.4220999999999999, (10, 12): 0.5628}
6;13;0;inf;inf;{}
6;14;0;1.9899;1001.0;{(6, 10): 0.4220999999999999, (10, 12): 0.5628, (10, 14): 1.5678}
6;15;0;2.0301;1001.0;{(6, 10): 0.4220999999999999, (10, 12): 0.5628, (10, 14): 1.5678, (10, 15): 1.608}
6;16;0;7.2158999999999995;1501.5;{(6, 10): 0.4220999999999999, (10, 12): 0.5628, (10, 14): 1.5678, (10, 15): 1.608, (12, 11): 4.220999999999999, (14, 16): 5.226}
6;17;0;3.2361;1501.5;{(6, 10): 0.4220999999999999, (10, 12): 0.5628, (10, 14): 1.5678, (10, 15): 1.608, (12, 11): 4.220999999999999, (14, 16): 5.226, (14, 17): 1.5074999999999998}
7;0;0;inf;inf;{}
7;1;0;inf;inf;{}
7;2;0;inf;inf;{}
7;3;0;inf;inf;{}
7;4;0;inf;inf;{}
7;5;0;inf;inf;{}
7;6;0;5.879249999999999;1001.0;{(7, 8): 4.220999999999999, (7, 10): 0.3618, (8, 13): 0.35174999999999995, (10, 12): 0.5628, (10, 14): 1.5678, (10, 15): 1.608, (12, 11): 4.220999999999999, (13, 16): 8.04, (14, 16): 5.226, (14, 17): 1.5074999999999998, (15, 17): 1.206, (8, 6): 1.65825}
7;7;0;0;0;{}
7;8;0;4.220999999999999;500.5;{(7, 8): 4.220999999999999}
7;9;0;inf;inf;{}
7;10;0;0.3618;500.5;{(7, 8): 4.220999999999999, (7, 10): 0.3618}
7;11;0;5.145599999999999;1501.5;{(7, 8): 4.220999999999999, (7, 10): 0.3618, (8, 13): 0.35174999999999995, (10, 12): 0.5628, (10, 14): 1.5678, (10, 15): 1.608, (12, 11): 4.220999999999999}
7;12;0;0.9246;1001.0;{(7, 8): 4.220999999999999, (7, 10): 0.3618, (8, 13): 0.35174999999999995, (10, 12): 0.5628}
7;13;0;4.572749999999999;1001.0;{(7, 8): 4.220999999999999, (7, 10): 0.3618, (8, 13): 0.35174999999999995}
7;14;0;1.9296000000000002;1001.0;{(7, 8): 4.220999999999999, (7, 10): 0.3618, (8, 13): 0.35174999999999995, (10, 12): 0.5628, (10, 14): 1.5678}
7;15;0;1.9698000000000002;1001.0;{(7, 8): 4.220999999999999, (7, 10): 0.3618, (8, 13): 0.35174999999999995, (10, 12): 0.5628, (10, 14): 1.5678, (10, 15): 1.608}
7;16;0;7.1556;1501.5;{(7, 8): 4.220999999999999, (7, 10): 0.3618, (8, 13): 0.35174999999999995, (10, 12): 0.5628, (10, 14): 1.5678, (10, 15): 1.608, (12, 11): 4.220999999999999, (13, 16): 8.04}
7;17;0;3.1758;1501.5;{(7, 8): 4.220999999999999, (7, 10): 0.3618, (8, 13): 0.35174999999999995, (10, 12): 0.5628, (10, 14): 1.5678, (10, 15): 1.608, (12, 11): 4.220999999999999, (13, 16): 8.04, (14, 16): 5.226, (14, 17): 1.5074999999999998}
8;0;0;inf;inf;{}
8;1;0;inf;inf;{}
8;2;0;inf;inf;{}
8;3;0;inf;inf;{}
8;4;0;inf;inf;{}
8;5;0;inf;inf;{}
8;6;0;1.65825;500.5;{(8, 6): 1.65825}
8;7;0;inf;inf;{}
8;8;0;0;0;{}
8;9;0;inf;inf;{}
8;10;0;2.08035;1001.0;{(8, 6): 1.65825, (6, 10): 0.4220999999999999}
8;11;0;6.8641499999999995;2002.0;{(8, 6): 1.65825, (6, 10): 0.4220999999999999, (8, 13): 0.35174999999999995, (10, 12): 0.5628, (10, 14): 1.5678, (10, 15): 1.608, (12, 11): 4.220999999999999}
8;12;0;2.6431500000000003;1501.5;{(8, 6): 1.65825, (6, 10): 0.4220999999999999, (8, 13): 0.35174999999999995, (10, 12): 0.5628}
8;13;0;0.35174999999999995;500.5;{(8, 6): 1.65825, (6, 10): 0.4220999999999999, (8, 13): 0.35174999999999995}
8;14;0;1.79895;1001.0;{(8, 6): 1.65825, (6, 10): 0.4220999999999999, (8, 13): 0.35174999999999995, (10, 12): 0.5628, (10, 14): 1.5678}
8;15;0;3.6883500000000002;1501.5;{(8, 6): 1.65825, (6, 10): 0.4220999999999999, (8, 13): 0.35174999999999995, (10, 12): 0.5628, (10, 14): 1.5678, (10, 15): 1.608}
8;16;0;7.0249500000000005;1501.5;{(8, 6): 1.65825, (6, 10): 0.4220999999999999, (8, 13): 0.35174999999999995, (10, 12): 0.5628, (10, 14): 1.5678, (10, 15): 1.608, (12, 11): 4.220999999999999, (13, 14): 1.4472, (13, 16): 8.04}
8;17;0;3.30645;1501.5;{(8, 6): 1.65825, (6, 10): 0.4220999999999999, (8, 13): 0.35174999999999995, (10, 12): 0.5628, (10, 14): 1.5678, (10, 15): 1.608, (12, 11): 4.220999999999999, (13, 14): 1.4472, (13, 16): 8.04, (14, 16): 5.226, (14, 17): 1.5074999999999998}
9;0;0;inf;inf;{}
9;1;0;inf;inf;{}
9;2;0;inf;inf;{}
9;3;0;inf;inf;{}
9;4;0;inf;inf;{}
9;5;0;inf;inf;{}
9;6;0;inf;inf;{}
9;7;0;inf;inf;{}
9;8;0;inf;inf;{}
9;9;0;0;0;{}
9;10;0;0.7839;500.5;{(9, 10): 0.7839}
9;11;0;4.622999999999999;1001.0;{(9, 10): 0.7839, (9, 11): 4.824}
9;12;0;0.40199999999999997;500.5;{(9, 10): 0.7839, (9, 11): 4.824, (9, 12): 0.40199999999999997}
9;13;0;inf;inf;{}
